timestamp,open,high,low,close,volume
1717646400000,98209000.0,98471000.0,98110000.0,98467000.0,328.44355014
1717660800000,98466000.0,98600000.0,98226000.0,98588000.0,215.28088976
1717675200000,98595000.0,99400000.0,98588000.0,99081000.0,801.95913109
1717689600000,99080000.0,99173000.0,98226000.0,98230000.0,254.68352645
1717704000000,98226000.0,98635000.0,98009000.0,98334000.0,309.68571368
1717718400000,98321000.0,98551000.0,98226000.0,98430000.0,275.35882374
1717732800000,98430000.0,98941000.0,98430000.0,98688000.0,328.89853918
1717747200000,98688000.0,99444000.0,98530000.0,99441000.0,383.16813323
1717761600000,99442000.0,99650000.0,98457000.0,99026000.0,992.3435175
1717776000000,99026000.0,99045000.0,97219000.0,97731000.0,1015.24037578
1717790400000,97731000.0,98180000.0,97400000.0,97919000.0,324.12255945
1717804800000,97919000.0,98152000.0,97750000.0,98008000.0,266.51003835
1717819200000,98006000.0,98074000.0,97790000.0,98004000.0,198.96688935
1717833600000,98004000.0,98114000.0,97848000.0,97870000.0,188.30322142
1717848000000,97870000.0,98102000.0,97800000.0,97980000.0,216.13641807
1717862400000,97960000.0,98115000.0,97912000.0,98096000.0,76.42402249
1717876800000,98076000.0,98278000.0,98000000.0,98125000.0,137.29394179
1717891200000,98137000.0,98221000.0,97800000.0,97939000.0,196.19375306
1717905600000,97947000.0,98012000.0,97800000.0,97845000.0,134.00981233
1717920000000,97846000.0,97947000.0,97797000.0,97812000.0,138.35792824
1717934400000,97812000.0,98221000.0,97710000.0,98006000.0,244.88906527
1717948800000,98006000.0,98400000.0,98000000.0,98188000.0,92.99444628
1717963200000,98123000.0,98220000.0,97941000.0,97983000.0,96.60084943
1717977600000,97983000.0,98031000.0,97600000.0,97840000.0,208.15329725
1717992000000,97840000.0,97863000.0,97010000.0,97043000.0,402.72079611
1718006400000,97013000.0,97470000.0,97000000.0,97325000.0,291.50069862
1718020800000,97313000.0,97999000.0,96980000.0,97827000.0,360.46348439
1718035200000,97813000.0,97900000.0,97183000.0,97245000.0,98.02034508
1718049600000,97329000.0,97581000.0,97145000.0,97276000.0,130.44999982
1718064000000,97279000.0,97350000.0,95501000.0,96010000.0,883.69943872
1718078400000,96011000.0,96017000.0,94751000.0,94988000.0,839.44529637
1718092800000,94988000.0,95076000.0,93825000.0,94100000.0,941.93668788
1718107200000,94100000.0,94953000.0,93821000.0,93900000.0,649.94281401
1718121600000,93890000.0,95450000.0,93850000.0,95378000.0,274.07706766
1718136000000,95370000.0,95802000.0,95050000.0,95329000.0,300.35108936
1718150400000,95329000.0,95519000.0,94502000.0,95012000.0,395.64991354
1718164800000,94999000.0,95475000.0,94681000.0,95055000.0,307.56567767
1718179200000,95055000.0,96116000.0,94946000.0,95734000.0,377.71805627
1718193600000,95734000.0,98204000.0,95645000.0,97689000.0,1329.28275089
1718208000000,97688000.0,97914000.0,94800000.0,95271000.0,624.47909394
1718222400000,95289000.0,96700000.0,95096000.0,95934000.0,360.84408295
1718236800000,95934000.0,96214000.0,94800000.0,95292000.0,485.2430692
1718251200000,95292000.0,95600000.0,94900000.0,95525000.0,297.72600156
1718265600000,95525000.0,95640000.0,94870000.0,95418000.0,295.05109596
1718280000000,95426000.0,96356000.0,94200000.0,94279000.0,711.6389552
1718294400000,94274000.0,94945000.0,94107000.0,94409000.0,197.49777174
1718308800000,94404000.0,95099000.0,94350000.0,94614000.0,174.00291855
1718323200000,94614000.0,94980000.0,94284000.0,94631000.0,320.07337426
1718337600000,94631000.0,94995000.0,94500000.0,94821000.0,253.75279298
1718352000000,94820000.0,95118000.0,94600000.0,94828000.0,219.41681052
1718366400000,94828000.0,95202000.0,94218000.0,94303000.0,336.11808601
1718380800000,94303000.0,94500000.0,93001000.0,93366000.0,836.54486819
1718395200000,93378000.0,94743000.0,93326000.0,93978000.0,266.42391809
1718409600000,93979000.0,94268000.0,93848000.0,93964000.0,220.78282122
1718424000000,93964000.0,94109000.0,93620000.0,93641000.0,188.73545521
1718438400000,93635000.0,93933000.0,93630000.0,93915000.0,130.63170258
1718452800000,93915000.0,93994000.0,93716000.0,93851000.0,179.01055101
1718467200000,93851000.0,93994000.0,93735000.0,93735000.0,63.35304828
1718481600000,93736000.0,93994000.0,93546000.0,93910000.0,123.90460804
1718496000000,93913000.0,93995000.0,93770000.0,93771000.0,114.51243834
1718510400000,93770000.0,93926000.0,93611000.0,93857000.0,123.57747142
1718524800000,93895000.0,94500000.0,93787000.0,94180000.0,221.33010523
1718539200000,94180000.0,94597000.0,94178000.0,94450000.0,181.91026255
1718553600000,94451000.0,94550000.0,94248000.0,94310000.0,56.7642869
1718568000000,94310000.0,94708000.0,94070000.0,94219000.0,143.80955764
1718582400000,94219000.0,94442000.0,93149000.0,93149000.0,603.43195898
1718596800000,93150000.0,93597000.0,93000000.0,93099000.0,397.36445516
1718611200000,93100000.0,93217000.0,92000000.0,92585000.0,846.01769028
1718625600000,92585000.0,92585000.0,91559000.0,91910000.0,838.23322684
1718640000000,91960000.0,94366000.0,91856000.0,93619000.0,383.51095461
1718654400000,93619000.0,93940000.0,93053000.0,93588000.0,238.30159154
1718668800000,93589000.0,93699000.0,91235000.0,92299000.0,1031.04881841
1718683200000,92299000.0,92740000.0,92000000.0,92631000.0,326.64570827
1718697600000,92638000.0,92728000.0,91900000.0,92189000.0,236.38057652
1718712000000,92199000.0,92236000.0,91005000.0,91429000.0,750.11125386
1718726400000,91460000.0,91580000.0,90638000.0,91078000.0,397.27394481
1718740800000,91145000.0,92042000.0,90759000.0,91649000.0,343.01626735
1718755200000,91649000.0,92550000.0,91170000.0,92427000.0,700.41532137
1718769600000,92395000.0,92727000.0,91970000.0,91999000.0,296.03806243
1718784000000,92021000.0,92350000.0,91600000.0,91916000.0,264.18859698
1718798400000,91914000.0,92000000.0,91500000.0,91570000.0,207.43033604
1718812800000,91570000.0,91916000.0,91452000.0,91502000.0,86.73745764
1718827200000,91500000.0,91800000.0,91336000.0,91555000.0,156.3077138
1718841600000,91549000.0,92200000.0,91518000.0,91899000.0,249.85043906
1718856000000,91899000.0,92836000.0,91782000.0,92712000.0,381.50783118
1718870400000,92714000.0,93581000.0,92460000.0,93183000.0,381.97895681
1718884800000,93186000.0,93420000.0,91600000.0,91770000.0,661.00587399
1718899200000,91730000.0,92000000.0,91500000.0,91871000.0,184.76148674
1718913600000,91870000.0,92199000.0,91753000.0,91780000.0,130.04539776
1718928000000,91779000.0,92031000.0,91130000.0,91303000.0,321.91394983
1718942400000,91303000.0,91388000.0,90700000.0,90700000.0,390.06082894
1718956800000,90701000.0,90747000.0,89775000.0,89946000.0,1079.79706616
1718971200000,89946000.0,90679000.0,89501000.0,90012000.0,636.25028601
1718985600000,90012000.0,90600000.0,89713000.0,90579000.0,152.66059493
1719000000000,90598000.0,90798000.0,90075000.0,90308000.0,133.03850329
1719014400000,90308000.0,90810000.0,90141000.0,90770000.0,181.35194598
1719028800000,90770000.0,91070000.0,90621000.0,91054000.0,150.19363442
1719043200000,91056000.0,91086000.0,90647000.0,90786000.0,117.07660221
1719057600000,90785000.0,90980000.0,90751000.0,90966000.0,104.71982409
1719072000000,90966000.0,91001000.0,90873000.0,90873000.0,52.2120069
1719086400000,90897000.0,90963000.0,90800000.0,90874000.0,42.96061164
1719100800000,90874000.0,91382000.0,90827000.0,91015000.0,144.69744609
1719115200000,91014000.0,91031000.0,90810000.0,90913000.0,69.68201211
1719129600000,90928000.0,91030000.0,90675000.0,90790000.0,100.13227318
1719144000000,90783000.0,90936000.0,90392000.0,90475000.0,166.15068718
1719158400000,90475000.0,90765000.0,90313000.0,90652000.0,58.10891907
1719172800000,90652000.0,90766000.0,89033000.0,89046000.0,537.96656064
1719187200000,89100000.0,89441000.0,88530000.0,88543000.0,838.82883245
1719201600000,88542000.0,88639000.0,87480000.0,87999000.0,1130.022425
1719216000000,87999000.0,88846000.0,85800000.0,86600000.0,1810.40928569
1719230400000,86605000.0,87086000.0,85750000.0,85796000.0,958.60788858
1719244800000,85900000.0,86110000.0,83800000.0,84000000.0,1237.15874761
1719259200000,84002000.0,85689000.0,83101000.0,85496000.0,1459.80208477
1719273600000,85495000.0,87331000.0,85032000.0,86716000.0,1042.27244732
1719288000000,86716000.0,86885000.0,85355000.0,85460000.0,651.55868937
1719302400000,85460000.0,86821000.0,85460000.0,86350000.0,475.55137007
1719316800000,86350000.0,87548000.0,86101000.0,87325000.0,590.78487207
1719331200000,87323000.0,87950000.0,86503000.0,87604000.0,250.68977977
1719345600000,87570000.0,87981000.0,87110000.0,87450000.0,348.21169244
1719360000000,87463000.0,88356000.0,87150000.0,87502000.0,423.73071948
1719374400000,87501000.0,87620000.0,86675000.0,87148000.0,336.01473206
1719388800000,87134000.0,87148000.0,86151000.0,86681000.0,341.1256533
1719403200000,86681000.0,87495000.0,86499000.0,86945000.0,388.86239029
1719417600000,86881000.0,87047000.0,86001000.0,86330000.0,192.17953456
1719432000000,86330000.0,86435000.0,85930000.0,86027000.0,276.95349475
1719446400000,86092000.0,86500000.0,85883000.0,86217000.0,261.20954984
1719460800000,86217000.0,86365000.0,85396000.0,85715000.0,397.66031404
1719475200000,85715000.0,86550000.0,85553000.0,86200000.0,229.32245523
1719489600000,86200000.0,87957000.0,86149000.0,86722000.0,681.0220693
1719504000000,86742000.0,87370000.0,86672000.0,86680000.0,146.94724746
1719518400000,86672000.0,86949000.0,86607000.0,86884000.0,163.20927971
1719532800000,86875000.0,87510000.0,86630000.0,86866000.0,334.67080097
1719547200000,86866000.0,86886000.0,86000000.0,86151000.0,331.92257274
1719561600000,86151000.0,86805000.0,86000000.0,86603000.0,229.57499763
1719576000000,86584000.0,87000000.0,85549000.0,85852000.0,546.38096838
1719590400000,85850000.0,85900000.0,84811000.0,84811000.0,394.29753541
1719604800000,84815000.0,85243000.0,84740000.0,85158000.0,275.46078759
1719619200000,85157000.0,85854000.0,85102000.0,85504000.0,235.69676566
1719633600000,85504000.0,85914000.0,85370000.0,85752000.0,167.46754511
1719648000000,85752000.0,86000000.0,85551000.0,85970000.0,127.32459278
1719662400000,85969000.0,85970000.0,85650000.0,85875000.0,108.75270261
1719676800000,85881000.0,85955000.0,85663000.0,85892000.0,42.25136239
1719691200000,85944000.0,85968000.0,85698000.0,85765000.0,68.80550789
1719705600000,85765000.0,85893000.0,85370000.0,85600000.0,179.34397351
1719720000000,85600000.0,86779000.0,85440000.0,86482000.0,317.67761268
1719734400000,86482000.0,86751000.0,86218000.0,86587000.0,178.66015003
1719748800000,86600000.0,86889000.0,86216000.0,86680000.0,170.76740005
1719763200000,86680000.0,86685000.0,86480000.0,86581000.0,19.35654338
1719777600000,86581000.0,88490000.0,86572000.0,87920000.0,542.03176219
1719792000000,87920000.0,89644000.0,87609000.0,88903000.0,875.07963272
1719806400000,88904000.0,89115000.0,88661000.0,88746000.0,227.92816505
1719820800000,88723000.0,88800000.0,87650000.0,87770000.0,380.5423796
1719835200000,87740000.0,88631000.0,87702000.0,88624000.0,295.22594969
1719849600000,88625000.0,89500000.0,88418000.0,88846000.0,193.94435075
1719864000000,88845000.0,89122000.0,88200000.0,88253000.0,147.75730455
1719878400000,88259000.0,88847000.0,88143000.0,88703000.0,223.80385207
1719892800000,88744000.0,88845000.0,87870000.0,87909000.0,247.98441057
1719907200000,87909000.0,88226000.0,87600000.0,88169000.0,224.29479339
1719921600000,88154000.0,88500000.0,86987000.0,87157000.0,558.44137277
1719936000000,87180000.0,87629000.0,87012000.0,87058000.0,111.69731216
1719950400000,87115000.0,87461000.0,87030000.0,87248000.0,158.91063053
1719964800000,87270000.0,87623000.0,85632000.0,86049000.0,630.22375208
1719979200000,86044000.0,86271000.0,85769000.0,85875000.0,307.83967767
1719993600000,85863000.0,86050000.0,84576000.0,85350000.0,895.27453971
1720008000000,85358000.0,85800000.0,84579000.0,85181000.0,510.27807661
1720022400000,85200000.0,85790000.0,84701000.0,84701000.0,160.69869354
